,size,phrase
es_gsd-ud-train_7115.graphml,30,Afirman regirse por la Carta Mundial de las Naciones Unidas para la Naturaleza (1982) y otras leyes que protegen a las especies marinas y sus entornos.
es_gsd-ud-train_11312.graphml,18,"La mayoría de los conflictos y usualmente las cuestiones más controvertidas, están relacionadas con el salario."
es_gsd-ud-train_2733.graphml,31,"Después de crestear la cordillera, la pista descendía por el arroyo Kirby hasta su confluencia con el río Bighorn, cerca de la actual Lucerne (525 hab.)"
es_gsd-ud-train_4307.graphml,29,"En diciembre de 1842 absorbe a la Hermandad Sacramental de San Juan de Acre, al quedar su parroquia suprimida y absorbida por la de San Lorenzo."
es_gsd-ud-train_12100.graphml,32,"Este fue el episodio número 100 de la serie, que fue estrenado el 9 de junio de 2012, en Latinoamérica y España aún no ha sido confirmado el estreno."
es_gsd-ud-train_1521.graphml,32,"Estéticamente ha sido muy criticada, pero en cuanto al contenido sarcástico, y a veces muy mordaz, logra compendiar toda una época en cuanto a la realidad salvadoreña."
es_gsd-ud-train_766.graphml,56,"El mensaje de este crimen tiene múltiples funciones, por un lado es un aviso al gobierno para que suspenda los juicios a los genocidas, y por otro de amedrentamiento de los testigos en los juicios, y un intento de volver a sembrar el terror y la pasividad en la sociedad toda."
es_gsd-ud-train_9694.graphml,42,"Este hecho se explica por el nivel de estudios, que oscila entre el 27,76 % con titulación superior, al 16,49 % con estudios básicos, pasando por el grueso del 55,75 %, que tiene estudios secundarios."
es_gsd-ud-train_10760.graphml,17,"Lo dicho por el anterior usuario, leí lo que escribió y me animé a probar."
es_gsd-ud-train_3341.graphml,69,"La feria patronal de esta ciudad se caracteriza por la popular ""Noche que nadie duerme"" celebrada del 14 al 15 de agosto donde año con año se elaboran los típicos tapetes en honor de la Virgen de la Caridad, además cuenta con eventos atractivos y ya considerados tradicionales como lo son la Huamantlada, la carrera de burros y la carrera de carcachas."
es_gsd-ud-train_12899.graphml,8,Ojala abran una sucursal en zona oeste.
es_gsd-ud-train_6567.graphml,14,Desde pequeña tuvo inquietud intelectual y demostró habilidades y gusto por la lectura.
es_gsd-ud-train_7750.graphml,23,"Familiares y amigos se concentraban en la pequeña sala Salamandra, así como seguidores fervientemente convencidos de la nueva etapa de Manel."
es_gsd-ud-train_2176.graphml,28,"Su señal es recibida en todo el país por aire, aunque también su señal es retransmitida por el sistema de cable nicaragüense ESTESA ahora Claro TV."
es_gsd-ud-train_11557.graphml,21,"Un año después, el sucesor del Déspota de Serbia Đurađ Branković se convirtió en Señor de Baia Sprie."
es_gsd-ud-train_9830.graphml,21,Age of Empires III desarrolla sus edificaciones con nuevas mejoras con el motor de juego del Age of Mythology.
es_gsd-ud-train_13337.graphml,53,"El local en verano, adquiere una temperatura insoportable, teniendo que tener las puertas abiertas, y con tal motivo invitando a pasar a todos aquellos animalitos voladores que no son del agrado de nadie y considerado antihigiénico, ya que se pasean por los productos a su libre albedrío."
es_gsd-ud-train_5130.graphml,17,Es un excelente baterista y todo un maestro para componer y elaborar ingeniosos e interesantes ritmos.
es_gsd-ud-train_7628.graphml,17,"Representa la oclusiva velar sonora / g /, que no existe en el árabe estándar."
es_gsd-ud-train_123.graphml,36,"Después de varios intentos, Beecham finalmente solicitó una patente de protección de EE.UU. para el fármaco en 1981, y las patentes de EE.UU. 4.525.352, 4.529.720, y 4.560.552 fueron concedidas en 1985."
es_gsd-ud-train_3504.graphml,25,"Al lado de la candidata, el presidente Lula afirmó que Rousseff ""está mucho más preparada para gobernar Brasil que nuestro rival""."
es_gsd-ud-train_10125.graphml,3,Wear Cape.
es_gsd-ud-train_6322.graphml,16,"Al no ser soluble en agua, se vende disuelto en solución acuosa de jabón."
es_gsd-ud-train_4542.graphml,21,"Con el censo de 1790 se le asignó a Alvarado una población de 330 familias, representando unos 1.320 individuos."
es_gsd-ud-train_9948.graphml,16,"Tras unas horas de discusión a puerta cerrada, los mandatarios acordaron reanudar relaciones diplomáticas."
es_gsd-ud-train_2997.graphml,35,"Dicho programa fue emitido por Canal 13 y Telefe, y obtuvo el premio Martín Fierro 2006 y 2007 al mejor programa cultural y el premio Clarín al mejor programa periodístico 2006."
es_gsd-ud-train_1364.graphml,16,La Provincia de Buenos Aires ha reconocido oficialmente ese nombre y su fecha de fundación.
es_gsd-ud-train_12745.graphml,21,"Posiblemente las mejores hamburguesas de Santiago, aquí la carne es carne no como en muchas cadenas de comidas rápida."
es_gsd-ud-train_5048.graphml,41,"El índice Kospi del mercado surcoreano ganó 3.45 puntos, 0.17 por ciento, hasta las 4 mil 942.41 unidades mientras el indicador de valores tecnológicos Kosdaq perdió 0.19 puntos, 0.03 por ciento, hasta los 528.47 enteros."
es_gsd-ud-train_13327.graphml,14,Una de las escenas preliminares de este vídeo fue filtrado al público.
es_gsd-ud-train_9820.graphml,67,"En este sentido pues, la capacidad en derecho se subdivide en capacidad de goce (la aptitud jurídica para ser titular de derechos subjetivos, comúnmente denominada también como capacidad jurídica) y capacidad de ejercicio o de obrar activa o pasiva (aptitud jurídica para ejercer derechos y contraer obligaciones sin asistencia ni representación de terceros, denominada también como capacidad de actuar)."
es_gsd-ud-train_5120.graphml,30,"Se mezcla hasta lograr la homogeneidad y se vuelve a tomar una unidad, a la que se le somete al mismo proceso, obteniendo una proporción 1:100."
es_gsd-ud-train_7740.graphml,4,Las protestas continúan.
es_gsd-ud-train_2166.graphml,22,"Se trata de Alessandro Del Piero, la leyenda italiana que ha desvelado querer terminar su carrera jugando con la Juventus."
es_gsd-ud-train_11547.graphml,47,"""Se trata de un importante paso adelante en nuestra estrategia de desarrollo de proyectos de alta eficiencia en un mercado competitivo en rápido crecimiento como es el brasileño"", afirma en la nota el consejero delegado y director general de EGP, Francesco Starace."
es_gsd-ud-train_9958.graphml,19,Los auxiliares eran guerreros no romanos que combatían en las filas romanas en virtud de acuerdos o tratados.
es_gsd-ud-train_4552.graphml,40,"Saint - Remy - en - l'Eau es una población y comuna francesa, en la región de Picardía, departamento de Oise, en el distrito de Clermont y cantón de Saint - Just - en - Chaussée."
es_gsd-ud-train_5058.graphml,55,"La muerte de Zwaiter fue seguida de atentados mediante cartas bomba, que no causaron víctimas mortales, contra representantes de la OLP en Argelia y Libia, contra palestinos en Bonn (Alemania) y Copenhague (Dinamarca), y contra un representante de la Cruz Roja en Estocolmo (Suecia)."
es_gsd-ud-train_2987.graphml,17,Más del 25 % de la superficie en el condado de Mendocino es cultivado orgánicamente.
es_gsd-ud-train_1374.graphml,47,"Los calormenos viven en un desierto, usan turbantes y zapatillas puntiagudas, sus nobles se llaman Tarkaans (Tarkan significa caballero en la cultura turca pre - islámica), están armados con cimitarras, y utilizan el símbolo de una media luna como dinero."
es_gsd-ud-train_12755.graphml,27,"""No existe una norma que regule la relación entre el usuario y la empresa y muchas veces se termina en Tribunales"", afirmó Cano."
es_gsd-ud-train_3514.graphml,29,"Cuando, durante una huelga en Dublín, fue a trabajar a la isla de Jersey, presenció por primera vez una carrera de karting y quedó cautivado."
es_gsd-ud-train_10135.graphml,11,El monumento conmemorativo del régimen monárquico aún se conserva.
es_gsd-ud-train_7638.graphml,56,"Nacha Reguleses una película argentina dirigida por Luis César Amadori sobre su propio guion escrito en colaboración con Pedro Miguel Obligado según la novela homónima de Manuel Gálvez que se estrenó el 2 de marzo de 1950 y que tuvo como protagonistas a Zully Moreno, Arturo de Córdova, Eduardo Cuitiño y Zoe Ducós."
es_gsd-ud-train_133.graphml,47,"He estado una vez, y aunque no tengo ninguna queja acerca del personal y del servicio, me resultó decepcionante pedir una pizza, concretamente la calzone (forma de croissant) y me encuentro con una pizza inflada de aire y hueca."
es_gsd-ud-train_6332.graphml,33,"No participó en la Revolución de 1934, pero sí defendió a algunos compañeros y amigos suyos que habían tomado parte, como el capitán de la Guardia Civil, Fernando Condés."
es_gsd-ud-train_9852.graphml,68,"Durante los años siguientes la AFL sería dominada por los Orlando Predators, Tampa Bay Storm, Arizona Rattlers y Albany Firebirds siendo protagonistas (y la mayoría) del Arena Bowl aunque el equipo de los Iowa Barnstormers liderados por el mariscal Kurt Warner darían la pelea por ganar el evento a pesar de no haberlo logrado en las ediciones de 1996 y 1997."
es_gsd-ud-train_13355.graphml,16,"Barclay se compromete a ayudar, pero informa que el Pentágono ha vuelto a actuar."
es_gsd-ud-train_4458.graphml,16,Se refieren a cuestiones precisas y desempeñan un papel similar al del NSC.
es_gsd-ud-train_5152.graphml,34,"Trabajando en esta dirección para el proyecto de la autopista del Sur - Oeste en Kazajistán, por regla general, nuestros camiones KamAZ son irremplazables para proyectos de esta magnitud""."
es_gsd-ud-train_7732.graphml,24,"Cuando estallo la Revolución de las Reformas, toma parte destacada entre los revolucionarios pero al fracasar el movimiento huye a Curazao."
es_gsd-ud-train_6238.graphml,35,"Estaba convencido de que había acertado con la elección de esas flores y que a pesar de que me cobraron a mi parecer bastante más de lo que valían, me había quedado satisfecho."
es_gsd-ud-train_2114.graphml,27,"Diferentes especies de hormigas se sienten atraídas por la fruta, pero la hormiga principal asociada con esta relación simbiótica es la hormiga, Anoplolepis custodiens."
es_gsd-ud-train_11535.graphml,52,"Los banqueros franceses, según dijo Sarkozy, está dispuestos a participar en el plan para esquivar la declaración de un impago parcial de la deuda helena, situación que se pretende evitar a toda costa por considerar que tendría un impacto superior a la caída de Lehman Brothers en 2008."
es_gsd-ud-train_4520.graphml,45,"Visita las cuatro capillas levantadas para la ocasión, con los velones encendidos, los sombreros en las manos, las flores adornando las salidas y llegadas de la pequeña imagen del patrón San Pablo, y las miradas contritas de los fieles."
es_gsd-ud-train_1306.graphml,7,Es originario del África tropical.
es_gsd-ud-train_12727.graphml,30,Cuando nadie contaba con ella Kanaeva venció con puntuaciones muy elevadas a la ucraniana Bessonova y la rusa Kapranova proclamándose campeona de Europa con tan solo 18 años.
es_gsd-ud-train_141.graphml,38,Es el líder del cártel de la mafia más grande de la ciudad ficticia de Southtown del videojuego Fatal Fury de la compañía SNK Playmore y la saga de juegos de lucha Art of Fighting.
es_gsd-ud-train_3566.graphml,46,"Este tendrá como finalidde proporcionar una dieta correcta a las personas mayores y personas con necesidades sociales, además de facilitar la relación social de este colectivo y evitar lo deterioro de sus condiciones de vida, así como retrasar los ingresos en centros residenciales."
es_gsd-ud-train_10147.graphml,32,"Más tarde escribiría en revistas de su especialidad, como la Revista de Archivos, Bibliotecas y Museos (1897-1899) y el Boletín de la Real Academia de la Historia."
es_gsd-ud-train_6340.graphml,42,"La Central Hidroeléctrica Cerrón Grande es una planta hidroeléctrica ubicada en el cauce del río Lempa a 78 km de San Salvador, en las municipalidades de Potonico, (Chalatenango) y Jutiapa (Cabañas), El Salvador."
es_gsd-ud-train_7722.graphml,29,"El 25 de julio, en Carolina del Sur, sucedió algo similar, lo que terminó con una pelea espectacular y el resultado de 60 heridos."
es_gsd-ud-train_2104.graphml,23,"Conozco esta residencia desde hace años, puesto que un familiar reside allí, y todo lo que tengo son buenas palabras."
es_gsd-ud-train_11525.graphml,28,"Como influencias literarias, De Veyra cita a famosos escritores conocidos como miembro del movimiento beat, a famosos personajes como Allen Ginsberg y Jack Kerouac."
es_gsd-ud-train_6228.graphml,37,"Pero, durante la pre - temporada para afrontar el Torneo de Clausura 2012, sufrió una rotura total del ligamento cruzado anterior, lo que lo dejó fuera de la canchas durante seis meses."
es_gsd-ud-train_4448.graphml,21,"Lidia quedaría muy afectada, y escribió una carta a su madre contándole que había estado enamorada de él."
es_gsd-ud-train_13345.graphml,11,Esta vez Perú será el protagonista del banderazo final.
es_gsd-ud-train_9842.graphml,18,"Tuvo como maestro a Serge Chermayeff, con el que colaboró después en algunas de sus obras."
es_gsd-ud-train_5142.graphml,13,Gracias a esta solución de AIRIS ahorrará dinero desde el primer mes.
es_gsd-ud-train_3576.graphml,33,"Se introdujo por primera vez en el Mobile World Congress en febrero de 2008, y fue lanzado el 26 de mayo de 2008 para € 350 antes de impuestos y subsidios."
es_gsd-ud-train_10157.graphml,43,"Luego de que los misiles hundieran el Atlantic Conveyor con 20 helicópteros a bordo, una nueva misión fue planeada, esta vez se utilizaría un submarino Onyx para infiltrar 24 comandos SAS en Tierra del Fuego mediante botes inflables Gemini."
